_id,CD_DISCENTE,ANO_INGRESSO,SEMESTRE_INGRESSO,TIPO_INGRESSO,CAMPUS,COD_CURSO,CURSO,NATURALIDADE,UF_NATURALIDADE,PAIS_NATURALIDADE,BAIRRO_ENDERECO,CIDADE_ENDERECO,UF_ENDERECO,SEXO,ANO_NASCIMENTO,COTA,TIPO_COTA,ESCOLARIDADE_PAI,ESCOLARIDADE_MAE,DEFICIENCIA
1891,345177,2021,1,SISU,REITOR JOAQUIM AMAZONAS,6,CIÊNCIAS SOCIAIS - BACHARELADO,RECIFE,PE,BRA,DOIS UNIDOS,RECIFE,PE,F,2001,N,A0,SEGUNDO GRAU INCOMPLETO,ENSINO MEDIO,N
1892,346923,2021,1,SISU,REITOR JOAQUIM AMAZONAS,6,CIÊNCIAS SOCIAIS - BACHARELADO,RECIFE,PE,BRA,GRAÇAS,RECIFE,PE,F,2001,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
1893,350259,2021,1,SISU,REITOR JOAQUIM AMAZONAS,6,CIÊNCIAS SOCIAIS - BACHARELADO,RECIFE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,2001,S,L5,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
1894,347444,2021,1,SISU,REITOR JOAQUIM AMAZONAS,6,CIÊNCIAS SOCIAIS - BACHARELADO,RECIFE,PE,BRA,CASA FORTE,RECIFE,PE,F,2002,N,A0,ENSINO MEDIO,ENSINO SUPERIOR,N
1895,347766,2021,1,SISU,REITOR JOAQUIM AMAZONAS,6,CIÊNCIAS SOCIAIS - BACHARELADO,RECIFE,PE,BRA,CORDEIRO,RECIFE,PE,F,2002,N,A0,ENSINO SUPERIOR,ENSINO MEDIO,N
1896,345855,2021,1,SISU,REITOR JOAQUIM AMAZONAS,6,CIÊNCIAS SOCIAIS - BACHARELADO,RECIFE,PE,BRA,TORROES,RECIFE,PE,F,2002,S,L2,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
1897,347802,2021,1,SISU,REITOR JOAQUIM AMAZONAS,6,CIÊNCIAS SOCIAIS - BACHARELADO,RECIFE,PE,BRA,BOA VIAGEM,RECIFE,PE,F,2003,N,A0,"",ENSINO SUPERIOR,N
1898,347336,2021,1,SISU,REITOR JOAQUIM AMAZONAS,6,CIÊNCIAS SOCIAIS - BACHARELADO,RECIFE,PE,BRA,CURADO,RECIFE,PE,F,2003,N,A0,ENSINO MEDIO,ENSINO MEDIO,N
1899,348766,2021,1,SISU,REITOR JOAQUIM AMAZONAS,6,CIÊNCIAS SOCIAIS - BACHARELADO,RECIFE,PE,BRA,COHAB,RECIFE,PE,F,2003,S,L2,ENSINO SUPERIOR,ENSINO FUNDAMENTAL INCOMPLETO,N
1900,52886,2021,1,SISU,REITOR JOAQUIM AMAZONAS,6,CIÊNCIAS SOCIAIS - BACHARELADO,RECIFE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,1979,N,A0,"","",N
1901,7946,2021,1,SISU,REITOR JOAQUIM AMAZONAS,6,CIÊNCIAS SOCIAIS - BACHARELADO,RECIFE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,1979,N,A0,"","",N
1902,302274,2021,1,DIPLOMADO,REITOR JOAQUIM AMAZONAS,6,CIÊNCIAS SOCIAIS - BACHARELADO,RECIFE,PE,BRA,PORTO DA MADEIRA,RECIFE,PE,M,1990,N,A0,"","",N
1903,185733,2021,1,SISU,REITOR JOAQUIM AMAZONAS,6,CIÊNCIAS SOCIAIS - BACHARELADO,RECIFE,PE,BRA,VÁRZEA,RECIFE,PE,M,1991,N,A0,"","",N
1904,218676,2021,1,SISU,REITOR JOAQUIM AMAZONAS,6,CIÊNCIAS SOCIAIS - BACHARELADO,RECIFE,PE,BRA,VÁRZEA,RECIFE,PE,M,1991,N,A0,"","",N
1905,248826,2021,1,SISU,REITOR JOAQUIM AMAZONAS,6,CIÊNCIAS SOCIAIS - BACHARELADO,RECIFE,PE,BRA,PRADO,RECIFE,PE,M,1994,N,A0,"","",N
1906,345833,2021,1,SISU,REITOR JOAQUIM AMAZONAS,6,CIÊNCIAS SOCIAIS - BACHARELADO,RECIFE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,1996,S,L2,ENSINO FUNDAMENTAL INCOMPLETO,SEGUNDO GRAU INCOMPLETO,N
1907,347609,2021,1,SISU,REITOR JOAQUIM AMAZONAS,6,CIÊNCIAS SOCIAIS - BACHARELADO,RECIFE,PE,BRA,SAN MARTIN,RECIFE,PE,M,2001,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
1908,350123,2021,1,SISU,REITOR JOAQUIM AMAZONAS,6,CIÊNCIAS SOCIAIS - BACHARELADO,RECIFE,PE,BRA,JARDIM SAO PAULO,RECIFE,PE,M,2002,S,L5,ENSINO MEDIO,ENSINO MEDIO,N
1909,347367,2021,1,SISU,REITOR JOAQUIM AMAZONAS,6,CIÊNCIAS SOCIAIS - BACHARELADO,RECIFE,PE,BRA,IMBIRIBEIRA,RECIFE,PE,M,2003,N,A0,ENSINO MEDIO,ENSINO SUPERIOR,N
1910,350030,2021,1,SISU,REITOR JOAQUIM AMAZONAS,6,CIÊNCIAS SOCIAIS - BACHARELADO,RECIFE,PE,BRA,BRASILIA TEIMOSA,RECIFE,PE,M,2003,S,L5,ENSINO MEDIO,ENSINO MEDIO,N
1911,349787,2021,1,SISU,REITOR JOAQUIM AMAZONAS,6,CIÊNCIAS SOCIAIS - BACHARELADO,RECIFE,PE,BRA,BARRO,RECIFE,PE,M,2003,S,L1,SEGUNDO GRAU INCOMPLETO,ENSINO SUPERIOR,N
1912,349379,2021,1,SISU,REITOR JOAQUIM AMAZONAS,6,CIÊNCIAS SOCIAIS - BACHARELADO,RECIFE,PE,BRA,MANGABEIRA,RECIFE,PE,M,2003,S,L6,ENSINO MEDIO,ENSINO MEDIO,N
1913,346823,2021,1,SISU,REITOR JOAQUIM AMAZONAS,6,CIÊNCIAS SOCIAIS - BACHARELADO,RECIFE,PE,BRA,CAPIBARIBE,SAO LOURENÇO DA MATA,PE,F,2003,S,L5,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
1914,346594,2021,1,SISU,REITOR JOAQUIM AMAZONAS,6,CIÊNCIAS SOCIAIS - BACHARELADO,SUZANO,SP,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,1991,S,L1,ENSINO FUNDAMENTAL,ENSINO MEDIO,N
1915,347682,2021,1,SISU,REITOR JOAQUIM AMAZONAS,6,CIÊNCIAS SOCIAIS - BACHARELADO,VITORIA DE SANTO ANTAO,PE,BRA,LIDIA QUEIROZ,VITORIA DE SANTO ANTAO,PE,F,2003,N,A0,ENSINO SUPERIOR,ENSINO MEDIO,N
1916,351095,2021,1,TRANSFERENCIA EXTERNA,REITOR JOAQUIM AMAZONAS,7,CIÊNCIAS SOCIAIS - LICENCIATURA,ARCOVERDE,PE,BRA,CORDEIRO,RECIFE,PE,M,1986,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL,N
1917,7501,2021,1,DIPLOMADO,REITOR JOAQUIM AMAZONAS,7,CIÊNCIAS SOCIAIS - LICENCIATURA,BARREIROS,PE,BRA,VASCO DA GAMA,RECIFE,PE,M,1972,N,A0,"","",N
1918,323719,2021,1,DIPLOMADO,REITOR JOAQUIM AMAZONAS,7,CIÊNCIAS SOCIAIS - LICENCIATURA,OLINDA,PE,BRA,VARADOURO,OLINDA,PE,F,1994,N,A0,"","",N
1919,266606,2021,1,DIPLOMADO,REITOR JOAQUIM AMAZONAS,7,CIÊNCIAS SOCIAIS - LICENCIATURA,RECIFE,PE,BRA,CANDEIAS,JABOATAO DOS GUARARAPES,PE,M,1995,N,A0,"","",N
1920,351136,2021,1,TRANSFERENCIA EXTERNA,REITOR JOAQUIM AMAZONAS,7,CIÊNCIAS SOCIAIS - LICENCIATURA,RECIFE,PE,BRA,MADALENA,RECIFE,PE,F,1984,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
1921,239342,2021,1,TRANSFERENCIA EXTERNA,REITOR JOAQUIM AMAZONAS,7,CIÊNCIAS SOCIAIS - LICENCIATURA,RECIFE,PE,BRA,VARZEA,RECIFE,PE,F,1988,N,A0,"","",N
1922,351093,2021,1,TRANSFERENCIA EXTERNA,REITOR JOAQUIM AMAZONAS,7,CIÊNCIAS SOCIAIS - LICENCIATURA,RECIFE,PE,BRA,PINA,RECIFE,PE,F,1996,N,A0,ANALFABETO,ENSINO MEDIO,N
1923,351112,2021,1,TRANSFERENCIA EXTERNA,REITOR JOAQUIM AMAZONAS,7,CIÊNCIAS SOCIAIS - LICENCIATURA,VITORIA DE SANTO ANTAO,PE,BRA,BELA VISTA,VITORIA DE SANTO ANTAO,PE,M,1999,N,A0,ENSINO MEDIO,ENSINO SUPERIOR,N
1924,351146,2021,1,TRANSFERENCIA EXTERNA,REITOR JOAQUIM AMAZONAS,269,CINEMA E AUDIOVISUAL,NATAL,RN,BRA,DIX-SEPT ROSADO,NATAL,RN,F,2002,N,A0,ENSINO MEDIO,ENSINO SUPERIOR,N
1925,322070,2021,1,TRANSFERENCIA EXTERNA,REITOR JOAQUIM AMAZONAS,269,CINEMA E AUDIOVISUAL,PAULISTA,PE,BRA,CIDADE TABAJARA,OLINDA,PE,M,2000,N,A0,SUPERIOR INCOMPLETO,APERFEICOAMENTO,N
1926,351057,2021,1,TRANSFERENCIA EXTERNA,REITOR JOAQUIM AMAZONAS,269,CINEMA E AUDIOVISUAL,PENEDO,AL,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,1999,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
1927,351066,2021,1,TRANSFERENCIA EXTERNA,REITOR JOAQUIM AMAZONAS,269,CINEMA E AUDIOVISUAL,PETROLANDIA,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,2021,N,A0,ENSINO MEDIO,ENSINO SUPERIOR,N
1928,296858,2021,1,TRANSFERENCIA EXTERNA,REITOR JOAQUIM AMAZONAS,269,CINEMA E AUDIOVISUAL,RECIFE,PE,BRA,JATIÚCA,MACEIO,AL,M,1998,N,A0,"","",N
1929,288187,2021,1,VESTIBULAR,REITOR JOAQUIM AMAZONAS,268,DANÇA,ABREU E LIMA,PE,BRA,TIMBO,ABREU E LIMA,PE,M,1995,N,A0,"","",N
1930,351259,2021,1,VESTIBULAR,REITOR JOAQUIM AMAZONAS,268,DANÇA,BAURU,SP,BRA,PIEDADE,JABOATAO DOS GUARARAPES,PE,F,1966,N,A0,ENSINO SUPERIOR,ENSINO FUNDAMENTAL,N
1931,351263,2021,1,VESTIBULAR,REITOR JOAQUIM AMAZONAS,268,DANÇA,FLORESTA,PE,BRA,BOA VISTA,RECIFE,PE,M,2000,N,A0,ENSINO FUNDAMENTAL,SUPERIOR INCOMPLETO,N
1932,351267,2021,1,VESTIBULAR,REITOR JOAQUIM AMAZONAS,268,DANÇA,JABOATAO DOS GUARARAPES,PE,BRA,BARRA DE JANGADA,JABOATAO DOS GUARARAPES,PE,F,2000,S,L6,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
1933,351273,2021,1,VESTIBULAR,REITOR JOAQUIM AMAZONAS,268,DANÇA,JOINVILLE,SC,BRA,MONTE,OLINDA,PE,F,1988,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
1934,351233,2021,1,VESTIBULAR,REITOR JOAQUIM AMAZONAS,268,DANÇA,MACEIO,AL,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,1998,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
1935,351243,2021,1,VESTIBULAR,REITOR JOAQUIM AMAZONAS,268,DANÇA,RECIFE,PE,BRA,VILA DA FABRICA,CAMARAGIBE,PE,F,1997,N,A0,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO FUNDAMENTAL INCOMPLETO,N
1936,351266,2021,1,VESTIBULAR,REITOR JOAQUIM AMAZONAS,268,DANÇA,RECIFE,PE,BRA,CANDEIAS,JABOATAO DOS GUARARAPES,PE,F,2004,S,L5,"",ENSINO MEDIO,N
1937,351275,2021,1,VESTIBULAR,REITOR JOAQUIM AMAZONAS,268,DANÇA,RECIFE,PE,BRA,SOCORRO,JABOATAO DOS GUARARAPES,PE,M,2002,S,L6,ENSINO FUNDAMENTAL,ENSINO MEDIO,N
1938,351238,2021,1,VESTIBULAR,REITOR JOAQUIM AMAZONAS,268,DANÇA,RECIFE,PE,BRA,CASA CAIADA,OLINDA,PE,F,2003,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
1939,351269,2021,1,VESTIBULAR,REITOR JOAQUIM AMAZONAS,268,DANÇA,RECIFE,PE,BRA,JIQUIA,RECIFE,PE,F,1996,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
1940,351241,2021,1,VESTIBULAR,REITOR JOAQUIM AMAZONAS,268,DANÇA,RECIFE,PE,BRA,BRASILIA TEIMOSA,RECIFE,PE,F,1998,N,A0,ENSINO MEDIO,ENSINO SUPERIOR,N
1941,351271,2021,1,VESTIBULAR,REITOR JOAQUIM AMAZONAS,268,DANÇA,RECIFE,PE,BRA,BOA VIAGEM,RECIFE,PE,F,1999,N,A0,ANALFABETO,ENSINO MEDIO,N
1942,351272,2021,1,VESTIBULAR,REITOR JOAQUIM AMAZONAS,268,DANÇA,RECIFE,PE,BRA,TAMARINEIRA,RECIFE,PE,F,2000,N,A0,ANALFABETO,ENSINO SUPERIOR,N
1943,351280,2021,1,VESTIBULAR,REITOR JOAQUIM AMAZONAS,268,DANÇA,RECIFE,PE,BRA,AFOGADOS,RECIFE,PE,F,2001,N,A0,ENSINO MEDIO,ENSINO SUPERIOR,N
1944,351234,2021,1,VESTIBULAR,REITOR JOAQUIM AMAZONAS,268,DANÇA,RECIFE,PE,BRA,VARZEA,RECIFE,PE,F,2003,N,A0,ENSINO MEDIO,ENSINO MEDIO,N
1945,351274,2021,1,VESTIBULAR,REITOR JOAQUIM AMAZONAS,268,DANÇA,RECIFE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,2004,N,A0,ENSINO MEDIO,ENSINO SUPERIOR,N
1946,351278,2021,1,VESTIBULAR,REITOR JOAQUIM AMAZONAS,268,DANÇA,RECIFE,PE,BRA,AGUA FRIA,RECIFE,PE,M,1996,N,A0,ENSINO MEDIO,ENSINO FUNDAMENTAL INCOMPLETO,N
1947,351270,2021,1,VESTIBULAR,REITOR JOAQUIM AMAZONAS,268,DANÇA,RECIFE,PE,BRA,ALTO JOSE BONIFACIO,RECIFE,PE,M,1997,N,A0,ENSINO SUPERIOR,SEGUNDO GRAU INCOMPLETO,N
1948,351277,2021,1,VESTIBULAR,REITOR JOAQUIM AMAZONAS,268,DANÇA,SAO LOURENCO DA MATA,PE,BRA,PIXETE,SAO LOURENÇO DA MATA,PE,M,2002,N,A0,ENSINO MEDIO,ENSINO FUNDAMENTAL,N
1949,330928,2021,1,VESTIBULAR,REITOR JOAQUIM AMAZONAS,268,DANÇA,SAO LOURENÇO DA MATA,PE,BRA,PARQUE CAPIBARIBE,SAO LOURENÇO DA MATA,PE,M,2001,N,A0,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,N
1950,351096,2021,1,DIPLOMADO,REITOR JOAQUIM AMAZONAS,268,DANÇA,SAO PAULO,SP,BRA,BONSUCESSO,OLINDA,PE,F,1989,N,A0,ENSINO MEDIO,ENSINO FUNDAMENTAL INCOMPLETO,N
1951,328369,2021,1,SISU,REITOR JOAQUIM AMAZONAS,190,DESIGN,ABREU E LIMA,PE,BRA,CORREGO DO JENIPAPO,RECIFE,PE,M,2000,N,A0,ENSINO FUNDAMENTAL,SEGUNDO GRAU INCOMPLETO,N
1952,337170,2021,1,SISU,REITOR JOAQUIM AMAZONAS,190,DESIGN,BREJO DA MADRE DE DEUS,PE,BRA,CENTRO,BREJO DA MADRE DE DEUS,PE,F,2000,S,L1,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,N
1953,348737,2021,1,SISU,REITOR JOAQUIM AMAZONAS,190,DESIGN,CARUARU,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,2002,S,L2,"",ENSINO SUPERIOR,N
1954,348640,2021,1,SISU,REITOR JOAQUIM AMAZONAS,190,DESIGN,JABOATAO DOS GUARARAPES,PE,BRA,ALTO DA COLINA,JABOATAO DOS GUARARAPES,PE,M,2003,S,L2,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
1955,349562,2021,1,SISU,REITOR JOAQUIM AMAZONAS,190,DESIGN,JOAO PESSOA,PB,BRA,CAETES I,ABREU E LIMA,PE,F,2002,S,L14,ENSINO MEDIO,ENSINO MEDIO,S
1956,349607,2021,1,SISU,REITOR JOAQUIM AMAZONAS,190,DESIGN,NATAL,RN,BRA,CIDADE NOVA,NATAL,RN,F,2001,S,L13,ENSINO SUPERIOR,ENSINO SUPERIOR,S
1957,347478,2021,1,SISU,REITOR JOAQUIM AMAZONAS,190,DESIGN,NATAL,RN,BRA,PITIMBU,NATAL,RN,F,2002,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
1958,345633,2021,1,SISU,REITOR JOAQUIM AMAZONAS,190,DESIGN,OLINDA,PE,BRA,BAIRRO NOVO,OLINDA,PE,F,2001,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
1959,345999,2021,1,SISU,REITOR JOAQUIM AMAZONAS,190,DESIGN,PAULISTA,PE,BRA,VILA TORRES GALVAO,PAULISTA,PE,M,2003,S,L2,ENSINO MEDIO,ENSINO MEDIO,N
1960,349176,2021,1,SISU,REITOR JOAQUIM AMAZONAS,190,DESIGN,PAULISTA,PE,BRA,PENEDO,SAO LOURENÇO DA MATA,PE,M,2003,S,L6,ENSINO MEDIO,ENSINO MEDIO,N
1961,347594,2021,1,SISU,REITOR JOAQUIM AMAZONAS,190,DESIGN,PAULO AFONSO,BA,BRA,IMBIRIBEIRA,RECIFE,PE,F,1994,N,A0,ENSINO SUPERIOR,ENSINO MEDIO,N
1962,349616,2021,1,SISU,REITOR JOAQUIM AMAZONAS,190,DESIGN,RECIFE,PE,BRA,ALBERTO MAIA,CAMARAGIBE,PE,M,2003,S,L9,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,S
1963,349103,2021,1,SISU,REITOR JOAQUIM AMAZONAS,190,DESIGN,RECIFE,PE,BRA,ZUMBI DO PACHECO,JABOATAO DOS GUARARAPES,PE,F,2001,S,L6,ENSINO SUPERIOR,ENSINO SUPERIOR,N
1964,347431,2021,1,SISU,REITOR JOAQUIM AMAZONAS,190,DESIGN,RECIFE,PE,BRA,PIEDADE,JABOATAO DOS GUARARAPES,PE,F,2002,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
1965,346080,2021,1,SISU,REITOR JOAQUIM AMAZONAS,190,DESIGN,RECIFE,PE,BRA,CURADO IV,JABOATAO DOS GUARARAPES,PE,F,2002,S,L6,ENSINO MEDIO,ENSINO MEDIO,N
1966,348591,2021,1,SISU,REITOR JOAQUIM AMAZONAS,190,DESIGN,RECIFE,PE,BRA,CANDEIAS,JABOATAO DOS GUARARAPES,PE,F,2003,S,L2,"",SUPERIOR INCOMPLETO,N
1967,348560,2021,1,SISU,REITOR JOAQUIM AMAZONAS,190,DESIGN,RECIFE,PE,BRA,CURADO III,JABOATAO DOS GUARARAPES,PE,M,2002,S,L2,ENSINO SUPERIOR,ENSINO MEDIO,N
1968,347532,2021,1,SISU,REITOR JOAQUIM AMAZONAS,190,DESIGN,RECIFE,PE,BRA,BAIRRO NOVO,OLINDA,PE,M,1998,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
1969,262132,2021,1,SISU,REITOR JOAQUIM AMAZONAS,190,DESIGN,RECIFE,PE,BRA,CORDEIRO,RECIFE,PE,F,1992,N,A0,"","",N
1970,347624,2021,1,SISU,REITOR JOAQUIM AMAZONAS,190,DESIGN,RECIFE,PE,BRA,IPSEP,RECIFE,PE,F,1998,N,A0,ENSINO SUPERIOR,ENSINO MEDIO,N
1971,347242,2021,1,SISU,REITOR JOAQUIM AMAZONAS,190,DESIGN,RECIFE,PE,BRA,AFOGADOS,RECIFE,PE,F,1999,N,A0,ENSINO MEDIO,ENSINO MEDIO,N
1972,347644,2021,1,SISU,REITOR JOAQUIM AMAZONAS,190,DESIGN,RECIFE,PE,BRA,GRACAS,RECIFE,PE,F,2002,N,A0,"",ENSINO MEDIO,N
1973,347360,2021,1,SISU,REITOR JOAQUIM AMAZONAS,190,DESIGN,RECIFE,PE,BRA,BOA VIAGEM,RECIFE,PE,F,2002,N,A0,"",ENSINO SUPERIOR,N
1974,347101,2021,1,SISU,REITOR JOAQUIM AMAZONAS,190,DESIGN,RECIFE,PE,BRA,ROSARINHO,RECIFE,PE,F,2002,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
1975,346930,2021,1,SISU,REITOR JOAQUIM AMAZONAS,190,DESIGN,RECIFE,PE,BRA,BOA VIAGEM,RECIFE,PE,F,2002,N,A0,"",ENSINO SUPERIOR,N
1976,348488,2021,1,SISU,REITOR JOAQUIM AMAZONAS,190,DESIGN,RECIFE,PE,BRA,IPUTINGA,RECIFE,PE,F,2002,S,L2,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO MEDIO,N
1977,347164,2021,1,SISU,REITOR JOAQUIM AMAZONAS,190,DESIGN,RECIFE,PE,BRA,TORRE,RECIFE,PE,F,2003,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
1978,347020,2021,1,SISU,REITOR JOAQUIM AMAZONAS,190,DESIGN,RECIFE,PE,BRA,TAMARINEIRA,RECIFE,PE,F,2003,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
1979,350014,2021,1,SISU,REITOR JOAQUIM AMAZONAS,190,DESIGN,RECIFE,PE,BRA,IPSEP,RECIFE,PE,F,2003,S,L5,ENSINO MEDIO,ENSINO MEDIO,N
1980,347676,2021,1,SISU,REITOR JOAQUIM AMAZONAS,190,DESIGN,RECIFE,PE,BRA,BOA VIAGEM,RECIFE,PE,M,2002,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
1981,349036,2021,1,SISU,REITOR JOAQUIM AMAZONAS,190,DESIGN,RECIFE,PE,BRA,BOA VIAGEM,RECIFE,PE,M,2003,S,L6,ENSINO SUPERIOR,SUPERIOR INCOMPLETO,N
1982,349761,2021,1,SISU,REITOR JOAQUIM AMAZONAS,190,DESIGN,RECIFE,PE,BRA,LINHA DO TIRO,RECIFE,PE,M,2003,S,L1,SEGUNDO GRAU INCOMPLETO,ENSINO MEDIO,N
1983,350117,2021,1,SISU,REITOR JOAQUIM AMAZONAS,190,DESIGN,SAO BERNARDO DO CAMPO,SP,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,2003,S,L5,ENSINO MEDIO,ENSINO MEDIO,N
1984,347120,2021,1,SISU,REITOR JOAQUIM AMAZONAS,190,DESIGN,SAO JOAO DE MERITI,RJ,BRA,CENTRO,GLORIA DO GOITA,PE,F,2002,N,A0,ENSINO FUNDAMENTAL,ENSINO MEDIO,N
1985,347279,2021,1,SISU,REITOR JOAQUIM AMAZONAS,190,DESIGN,VITORIA DE SANTO ANTAO,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,2003,N,A0,ENSINO SUPERIOR,ENSINO MEDIO,N
1986,348906,2021,1,SISU,REITOR JOAQUIM AMAZONAS,20,DIREITO,AFOGADOS DA INGAZEIRA,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,2002,S,L2,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,N
1987,349310,2021,1,SISU,REITOR JOAQUIM AMAZONAS,20,DIREITO,ARAPIRACA,AL,BRA,PRIMAVERA,ARAPIRACA,AL,F,2003,S,L6,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO SUPERIOR,N
1988,347315,2021,1,SISU,REITOR JOAQUIM AMAZONAS,20,DIREITO,ARAPIRACA,AL,BRA,SANTA EDWIGES,ARAPIRACA,AL,M,2003,N,A0,ENSINO SUPERIOR,ENSINO MEDIO,N
1989,325819,2021,1,SISU,REITOR JOAQUIM AMAZONAS,20,DIREITO,BOM JARDIM,PE,BRA,FRAGOSO,PAULISTA,PE,F,2001,S,L1,SUPERIOR INCOMPLETO,ENSINO MEDIO,N
1990,347161,2021,1,SISU,REITOR JOAQUIM AMAZONAS,20,DIREITO,CARPINA,PE,BRA,CENTRO,LIMOEIRO,PE,F,2003,N,A0,ENSINO MEDIO,ENSINO SUPERIOR,N
1991,337559,2021,1,SISU,REITOR JOAQUIM AMAZONAS,20,DIREITO,CARUARU,PE,BRA,PETROPOLIS,CARUARU,PE,M,1997,N,A0,SUPERIOR INCOMPLETO,APERFEICOAMENTO,N
1992,348097,2021,1,SISU,REITOR JOAQUIM AMAZONAS,20,DIREITO,CARUARU,PE,BRA,MAURICIO DE NASSAU,CARUARU,PE,M,2003,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
1993,350183,2021,1,SISU,REITOR JOAQUIM AMAZONAS,20,DIREITO,CARUARU,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,2003,S,L5,ENSINO FUNDAMENTAL INCOMPLETO,ENSINO SUPERIOR,N
1994,350135,2021,1,SISU,REITOR JOAQUIM AMAZONAS,20,DIREITO,FLORESTA,PE,BRA,CENTRO,FLORESTA,PE,M,2002,S,L5,ENSINO FUNDAMENTAL,ENSINO SUPERIOR,N
1995,347705,2021,1,SISU,REITOR JOAQUIM AMAZONAS,20,DIREITO,FORTALEZA,CE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,2000,N,A0,ENSINO SUPERIOR,ENSINO SUPERIOR,N
1996,349113,2021,1,SISU,REITOR JOAQUIM AMAZONAS,20,DIREITO,GARANHUNS,PE,BRA,CENTRO,PESQUEIRA,PE,M,2001,S,L6,"",ENSINO FUNDAMENTAL INCOMPLETO,N
1997,349725,2021,1,SISU,REITOR JOAQUIM AMAZONAS,20,DIREITO,GARANHUNS,PE,BRA,CENTRO,QUIPAPA,PE,F,2001,S,L1,ENSINO MEDIO,SUPERIOR INCOMPLETO,N
1998,349822,2021,1,SISU,REITOR JOAQUIM AMAZONAS,20,DIREITO,GARANHUNS,PE,BRA,ESTANCIA,RECIFE,PE,M,1994,S,L1,ENSINO MEDIO,ENSINO SUPERIOR,N
1999,233142,2021,1,SISU,REITOR JOAQUIM AMAZONAS,20,DIREITO,GLORIA DO GOITA,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,1992,S,L2,"","",N
2000,347867,2021,1,SISU,REITOR JOAQUIM AMAZONAS,20,DIREITO,GUARABIRA,PB,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,2000,N,A0,ENSINO MEDIO,ENSINO SUPERIOR,N
2001,170314,2021,1,SISU,REITOR JOAQUIM AMAZONAS,20,DIREITO,ITAQUITINGA,PE,BRA,CAROBE DE CIMA,ITAQUITINGA,PE,M,1990,S,L6,"","",N
2002,289086,2021,1,SISU,REITOR JOAQUIM AMAZONAS,20,DIREITO,JABOATAO DOS GUARARAPES,PE,BRA,SUCUPIRA,JABOATAO DOS GUARARAPES,PE,M,1997,S,L5,"","",N
